Pathway,Overlap Size,Pathway Size,Enrichment Ratio,P-value,FDR,Study,Time Point,Contrast,Regulation,Ionization Mode
Caffeine metabolism,2,16,0.125,0.669859675657508,0.7927064952525,MISAME,3-4 mo.,IFA/BEP,Upregulated,Negative
Tyrosine metabolism,18,137,-0.131,0.67019578186707,0.785480211746912,MISAME,1-2 mo.,BEP/BEP,Downregulated,Negative
Nitrogen metabolism,1,11,-0.091,0.670447861524242,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
Urea cycle/amino group metabolism,6,52,0.115,0.670783967733804,0.738761448617763,MISAME,1-2 mo.,IFA/BEP,Upregulated,Negative
Pentose and Glucuronate Interconversions,1,12,-0.083,0.670867994286195,0.785480211746912,MISAME,1-2 mo.,BEP/BEP,Downregulated,Negative
Arachidonic acid metabolism,4,45,0.089,0.671036047390976,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Glycosphingolipid metabolism,4,45,0.089,0.671036047390976,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Polyunsaturated fatty acid biosynthesis,1,11,0.091,0.671120073943366,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Glyoxylate and Dicarboxylate Metabolism,6,35,-0.171,0.671204100495757,0.811276363330813,MISAME,3-4 mo.,BEP/BEP,Downregulated,Negative
Pyrimidine metabolism,11,69,0.159,0.671204100495757,0.762204856734728,ELICIT,1 mo.,Nico+Az.,Upregulated,Negative
Urea cycle/amino group metabolism,2,27,0.074,0.671288127048147,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Trihydroxycoprostanoyl-CoA beta-oxidation,1,7,-0.143,0.671372153600538,0.830434417275859,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Negative
Glycosphingolipid biosynthesis - ganglioseries,2,17,0.118,0.671456180152928,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Glutamate metabolism,7,48,0.146,0.6717082598101,0.793546760776405,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Glycerophospholipid metabolism,15,87,-0.172,0.672044366019662,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
Aspartate and asparagine metabolism,6,60,0.1,0.672296445676834,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
R Group Synthesis,0,1,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
C5-Branched dibasic acid metabolism,0,1,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Pyruvate Metabolism,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Chondroitin sulfate degradation,0,2,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Di-unsaturated fatty acid beta-oxidation,0,4,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Vitamin B2 (riboflavin) metabolism,0,3,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Squalene and cholesterol biosynthesis,0,3,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Glycerolipid metabolism,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
3-oxo-10R-octadecatrienoate beta-oxidation,0,3,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Parathio degradation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Propanoate metabolism,0,5,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Electron transport chain,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Biopterin metabolism,0,5,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Heparan sulfate biosynthesis,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Glyoxylate and Dicarboxylate Metabolism,0,1,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Glycosaminoglycan degradation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Fatty acid oxidation,0,1,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
ROS Detoxification,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
CoA Catabolism,0,3,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Omega-3 fatty acid metabolism,0,6,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Mono-unsaturated fatty acid beta-oxidation,0,3,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Geraniol degradation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
D4&E4-neuroprostanes formation,0,6,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Vitamin D,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
3-Chloroacrylic acid degradation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Limonene and pinene degradation,0,1,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Vitamin K metabolism,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Benzoate degradation via CoA ligation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation,0,2,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Vitamin B6 (pyridoxine) metabolism,0,1,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Atrazine degradation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Vitamin B12 (cyanocobalamin) metabolism,0,1,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Nucleotide Sugar Metabolism,0,2,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Ubiquinone Biosynthesis,0,6,0,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
1- and 2-Methylnaphthalene degradation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Trihydroxycoprostanoyl-CoA beta-oxidation,0,0,,0.672884631543568,0.672884631543568,MISAME,1-2 mo.,BEP/IFA,Downregulated,Positive
Squalene and cholesterol biosynthesis,2,26,-0.077,0.67322073775313,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Alkaloid biosynthesis II,1,12,0.083,0.673556843962692,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Alanine and Aspartate Metabolism,11,51,0.216,0.673640870515083,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Vitamin E metabolism,1,7,-0.143,0.673724897067473,0.821947735484413,MISAME,14-21 days,IFA/BEP,Downregulated,Negative
Carnitine shuttle,3,22,-0.136,0.674061003277036,0.822115788589194,MISAME,3-4 mo.,IFA/BEP,Downregulated,Negative
Selenoamino acid metabolism,2,22,0.091,0.674145029829426,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Hyaluronan Metabolism,1,9,-0.111,0.674229056381817,0.761700697420385,ELICIT,1 mo.,Az.,Downregulated,Negative
R Group Synthesis,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Pyruvate Metabolism,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Chondroitin sulfate degradation,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin B2 (riboflavin) metabolism,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Squalene and cholesterol biosynthesis,0,3,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Glycerolipid metabolism,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Alkaloid biosynthesis II,0,5,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin B1 (thiamin) metabolism,0,4,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin B5 - CoA biosynthesis from pantothenate,0,2,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Parathio degradation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Propanoate metabolism,0,3,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Electron transport chain,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin H (biotin) metabolism,0,3,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Biopterin metabolism,0,7,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Caffeine metabolism,0,2,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Lipoate metabolism,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Heparan sulfate biosynthesis,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Drug metabolism - cytochrome P450,0,6,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Glycosaminoglycan degradation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Fatty acid oxidation,0,3,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
ROS Detoxification,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
CoA Catabolism,0,2,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Mono-unsaturated fatty acid beta-oxidation,0,2,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Ascorbate (Vitamin C) and Aldarate Metabolism,0,3,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Geraniol degradation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
D4&E4-neuroprostanes formation,0,3,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin D,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Dynorphin metabolism,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Heparan sulfate degradation,0,4,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
"Fatty acid oxidation, peroxisome",0,4,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
3-Chloroacrylic acid degradation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Limonene and pinene degradation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin K metabolism,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Benzoate degradation via CoA ligation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Dimethyl-branched-chain fatty acid mitochondrial beta-oxidation,0,3,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin B6 (pyridoxine) metabolism,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Atrazine degradation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
N-Glycan Degradation,0,9,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Vitamin B12 (cyanocobalamin) metabolism,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
1- and 2-Methylnaphthalene degradation,0,0,,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Trihydroxycoprostanoyl-CoA beta-oxidation,0,1,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Phytanic acid peroxisomal oxidation,0,5,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Selenoamino acid metabolism,0,2,0,0.674901268800941,0.674901268800941,MISAME,14-21 days,IFA/BEP,Downregulated,Positive
Aspartate and asparagine metabolism,15,93,0.161,0.675153348458113,0.7927064952525,MISAME,3-4 mo.,IFA/BEP,Upregulated,Negative
Squalene and cholesterol biosynthesis,1,18,0.056,0.675321401562894,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Glutamate metabolism,3,37,0.081,0.675321401562894,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Putative anti-Inflammatory metabolites formation from EPA,1,16,0.062,0.675573481220066,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
D4&E4-neuroprostanes formation,2,16,-0.125,0.675741534324847,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Polyunsaturated fatty acid biosynthesis,2,16,-0.125,0.675741534324847,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Proteoglycan biosynthesis,2,16,-0.125,0.675741534324847,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Pentose and Glucuronate Interconversions,4,17,0.235,0.675741534324847,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
De novo fatty acid biosynthesis,3,38,-0.079,0.675741534324847,0.735820519284094,Mumta-LW,2 mo.,BEP+ExBf,Downregulated,Negative
Vitamin B2 (riboflavin) metabolism,1,10,0.1,0.675909587429628,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Fatty acid oxidation,1,10,0.1,0.675909587429628,0.749012688009411,Mumta-LW,2 mo.,BEP+ExBf+AZT,Upregulated,Negative
Vitamin B1 (thiamin) metabolism,1,15,0.067,0.67624569363919,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
Fatty Acid Metabolism,3,32,-0.094,0.676329720191581,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Xenobiotics metabolism,2,17,0.118,0.676413746743971,0.762204856734728,ELICIT,1 mo.,Nico+Az.,Upregulated,Negative
Aminosugars metabolism,6,52,0.115,0.676749852953533,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Squalene and cholesterol biosynthesis,2,23,0.087,0.676833879505924,0.76102848500126,MISAME,1-2 mo.,BEP/BEP,Upregulated,Negative
Fatty Acid Metabolism,5,37,-0.135,0.676917906058315,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Aminosugars metabolism,4,46,0.087,0.676917906058315,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Vitamin B1 (thiamin) metabolism,1,14,-0.071,0.677085959163096,0.74439122762793,ELICIT,5 mo.,Az.,Downregulated,Negative
Glutathione Metabolism,4,24,-0.167,0.677169985715486,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Fatty acid activation,5,41,-0.122,0.677506091925048,0.749936980085707,ELICIT,1 mo.,Nico,Downregulated,Negative
De novo fatty acid biosynthesis,3,36,-0.083,0.678094277791782,0.71867910259642,Mumta-LW,1.5 mo.,BEP+ExBf,Downregulated,Negative
Pyrimidine metabolism,14,89,-0.157,0.678430384001345,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Methionine and cysteine metabolism,14,75,-0.187,0.678430384001345,0.821947735484413,MISAME,14-21 days,IFA/BEP,Downregulated,Negative
CoA Catabolism,1,7,-0.143,0.678598437106126,0.830434417275859,MISAME,1-2 mo.,BEP/IFA,Downregulated,Negative
Fatty Acid Metabolism,3,36,-0.083,0.678934543315688,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Lysine metabolism,3,36,-0.083,0.678934543315688,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Glycosphingolipid biosynthesis - globoseries,2,23,0.087,0.678934543315688,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Vitamin B2 (riboflavin) metabolism,1,12,-0.083,0.679018569868078,0.772708175783548,MISAME,14-21 days,BEP/BEP,Downregulated,Negative
Tryptophan metabolism,7,55,0.127,0.679522729182422,0.778421981346105,MISAME,14-21 days,BEP/IFA,Upregulated,Negative
Leukotriene metabolism,3,28,0.107,0.679690782287203,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
"Fatty acid oxidation, peroxisome",1,19,0.053,0.680110915049156,0.695739853793799,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Upregulated,Negative
Vitamin B1 (thiamin) metabolism,3,23,-0.13,0.680194941601546,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Trihydroxycoprostanoyl-CoA beta-oxidation,1,5,0.2,0.680447021258718,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Urea cycle/amino group metabolism,4,33,0.121,0.680615074363499,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Urea cycle/amino group metabolism,5,45,0.111,0.680867154020671,0.771783883707252,ELICIT,1 mo.,Az.,Upregulated,Negative
Pentose and Glucuronate Interconversions,2,13,-0.154,0.681119233677842,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Urea cycle/amino group metabolism,8,46,0.174,0.681203260230233,0.763297201915805,ELICIT,1 mo.,Nico,Upregulated,Negative
Histidine metabolism,3,20,0.15,0.681707419544576,0.763297201915805,ELICIT,1 mo.,Nico,Upregulated,Negative
Drug metabolism - other enzymes,2,18,0.111,0.682211578858919,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Pyrimidine metabolism,13,90,0.144,0.682883791278044,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Aminosugars metabolism,24,87,0.276,0.682967817830434,0.832451054533233,MISAME,3-4 mo.,BEP/BEP,Upregulated,Negative
Aminosugars metabolism,5,49,-0.102,0.682967817830434,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Ubiquinone Biosynthesis,3,24,0.125,0.683051844382825,0.762204856734728,ELICIT,1 mo.,Nico+Az.,Upregulated,Negative
Urea cycle/amino group metabolism,4,47,0.085,0.683219897487606,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
Pentose phosphate pathway,4,47,0.085,0.683219897487606,0.736408705150828,MISAME,1-2 mo.,BEP/IFA,Upregulated,Negative
O-Glycan biosynthesis,1,11,-0.091,0.683556003697168,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
Arachidonic acid metabolism,4,41,-0.098,0.683640030249559,0.75649105117217,Mumta-LW,1.5 mo.,BEP,Downregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,5,34,-0.147,0.683724056801949,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
Keratan sulfate biosynthesis,1,9,-0.111,0.68380808335434,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
O-Glycan biosynthesis,1,9,-0.111,0.68380808335434,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Nucleotide Sugar Metabolism,1,9,-0.111,0.68380808335434,0.808503487101924,MISAME,14-21 days,BEP/IFA,Downregulated,Negative
Omega-6 fatty acid metabolism,5,26,0.192,0.68380808335434,0.809091672968658,Mumta-LW,2 mo.,BEP+ExBf,Upregulated,Negative
Xenobiotics metabolism,3,24,0.125,0.684060163011512,0.793546760776405,MISAME,3-4 mo.,BEP/IFA,Upregulated,Negative
Butanoate metabolism,12,84,0.143,0.684228216116293,0.800857070834384,MISAME,14-21 days,BEP/BEP,Upregulated,Negative
Fatty acid oxidation,1,11,-0.091,0.684312242668683,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Keratan sulfate biosynthesis,1,11,-0.091,0.684312242668683,0.739433661036888,ELICIT,5 mo.,Nico+Az.,Downregulated,Negative
Squalene and cholesterol biosynthesis,4,28,-0.143,0.684732375430636,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
Glutamate metabolism,4,46,-0.087,0.684732375430636,0.727837996806991,ELICIT,5 mo.,Nico,Downregulated,Negative
Aminosugars metabolism,5,52,0.096,0.684732375430636,0.7322073775313,ELICIT,5 mo.,Nico+Az.,Upregulated,Negative
C5-Branched dibasic acid metabolism,2,16,-0.125,0.684816401983027,0.822115788589194,MISAME,3-4 mo.,IFA/BEP,Downregulated,Negative
Urea cycle/amino group metabolism,4,39,0.103,0.684816401983027,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Glycosphingolipid metabolism,4,39,0.103,0.684816401983027,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Glycosphingolipid metabolism,6,50,0.12,0.684900428535417,0.787496849004285,MISAME,14-21 days,IFA/BEP,Upregulated,Negative
Ubiquinone Biosynthesis,2,20,0.1,0.684984455087808,0.738173262751029,ELICIT,5 mo.,Nico,Upregulated,Negative
Vitamin B5 - CoA biosynthesis from pantothenate,1,7,-0.143,0.685152508192589,0.827241408285018,MISAME,3-4 mo.,BEP/IFA,Downregulated,Negative
Phosphatidylinositol phosphate metabolism,3,20,-0.15,0.685152508192589,0.743971094865978,Mumta-LW,1.5 mo.,BEP+ExBf+AZT,Downregulated,Positive
"Glycine, serine, alanine and threonine metabolism",19,100,-0.19,0.68532056129737,0.821947735484413,MISAME,14-21 days,IFA/BEP,Downregulated,Negative
Ascorbate (Vitamin C) and Aldarate Metabolism,11,61,-0.18,0.68532056129737,0.821947735484413,MISAME,14-21 days,IFA/BEP,Downregulated,Negative
Histidine metabolism,3,32,0.094,0.685404587849761,0.704142509032854,Mumta-LW,1.5 mo.,BEP,Upregulated,Negative
Tryptophan metabolism,7,46,-0.152,0.685488614402151,0.840181497353164,MISAME,1-2 mo.,IFA/BEP,Downregulated,Negative
Vitamin B3 (nicotinate and nicotinamide) metabolism,4,33,-0.121,0.685488614402151,0.746743971094866,ELICIT,1 mo.,Nico+Az.,Downregulated,Negative
